Index,Date,Average Price,Type,Year,Region,Total Volume
17,30/08/2015,1.93,organic,2015,Philadelphia,4426.44
18,23/08/2015,1.99,organic,2015,Philadelphia,4617.21
19,16/08/2015,2.06,organic,2015,Philadelphia,3885.79
20,9/08/2015,1.79,organic,2015,Philadelphia,5446.24
21,2/08/2015,1.94,organic,2015,Philadelphia,5147.5
22,26/07/2015,1.92,organic,2015,Philadelphia,3072.46
23,19/07/2015,1.97,organic,2015,Philadelphia,5289.63
24,12/07/2015,1.98,organic,2015,Philadelphia,2617.63
25,5/07/2015,2.03,organic,2015,Philadelphia,3075.46
26,28/06/2015,1.88,organic,2015,Philadelphia,4785.67
27,21/06/2015,2.05,organic,2015,Philadelphia,3782.07
28,14/06/2015,1.84,organic,2015,Philadelphia,6353.19
29,7/06/2015,1.94,organic,2015,Philadelphia,5043.08
30,31/05/2015,1.86,organic,2015,Philadelphia,5461.83
31,24/05/2015,1.9,organic,2015,Philadelphia,5495.95
32,17/05/2015,1.85,organic,2015,Philadelphia,5578.04
33,10/05/2015,1.79,organic,2015,Philadelphia,7296.3
34,3/05/2015,1.85,organic,2015,Philadelphia,5737.78
35,26/04/2015,1.86,organic,2015,Philadelphia,4698.5
36,19/04/2015,1.89,organic,2015,Philadelphia,4548.77
37,12/04/2015,1.73,organic,2015,Philadelphia,5957.21
38,5/04/2015,1.81,organic,2015,Philadelphia,4382.72
39,29/03/2015,1.83,organic,2015,Philadelphia,4310.34
40,22/03/2015,1.84,organic,2015,Philadelphia,2777.38
41,15/03/2015,1.7,organic,2015,Philadelphia,4152.94
42,8/03/2015,1.63,organic,2015,Philadelphia,6507.49
43,1/03/2015,1.83,organic,2015,Philadelphia,3448.63
44,22/02/2015,1.75,organic,2015,Philadelphia,4341.33
45,15/02/2015,1.68,organic,2015,Philadelphia,5687.19
46,8/02/2015,1.76,organic,2015,Philadelphia,4172.75
47,1/02/2015,1.69,organic,2015,Philadelphia,4907.41
48,25/01/2015,1.82,organic,2015,Philadelphia,2888.62
49,18/01/2015,1.93,organic,2015,Philadelphia,1699
50,11/01/2015,1.63,organic,2015,Philadelphia,6715.18
51,4/01/2015,1.72,organic,2015,Philadelphia,3788.6
0,27/12/2015,1.72,organic,2015,PhoenixTucson,7422.47
1,20/12/2015,1.79,organic,2015,PhoenixTucson,6499.82
2,13/12/2015,1.72,organic,2015,PhoenixTucson,6991.24
3,6/12/2015,1.87,organic,2015,PhoenixTucson,5936.27
4,29/11/2015,1.89,organic,2015,PhoenixTucson,5175.81
5,22/11/2015,1.89,organic,2015,PhoenixTucson,6755.96
6,15/11/2015,1.89,organic,2015,PhoenixTucson,7451.55
7,8/11/2015,1.72,organic,2015,PhoenixTucson,9192.79
8,1/11/2015,1.7,organic,2015,PhoenixTucson,8638.12
9,25/10/2015,1.52,organic,2015,PhoenixTucson,9307.99
10,18/10/2015,1.84,organic,2015,PhoenixTucson,12357.55
11,11/10/2015,1.91,organic,2015,PhoenixTucson,6593.87
12,4/10/2015,1.93,organic,2015,PhoenixTucson,6825.19
13,27/09/2015,1.85,organic,2015,PhoenixTucson,7128.73
14,20/09/2015,1.98,organic,2015,PhoenixTucson,4881.79
15,13/09/2015,1.9,organic,2015,PhoenixTucson,7622.55
16,6/09/2015,1.79,organic,2015,PhoenixTucson,10567.84
17,30/08/2015,1.8,organic,2015,PhoenixTucson,10535.93
18,23/08/2015,1.81,organic,2015,PhoenixTucson,10004.86
19,16/08/2015,1.79,organic,2015,PhoenixTucson,10949.5
20,9/08/2015,1.82,organic,2015,PhoenixTucson,10066.22
21,2/08/2015,1.88,organic,2015,PhoenixTucson,8593.93
22,26/07/2015,1.85,organic,2015,PhoenixTucson,7178.36
23,19/07/2015,1.85,organic,2015,PhoenixTucson,6428.81
24,12/07/2015,1.82,organic,2015,PhoenixTucson,8064.16
25,5/07/2015,1.72,organic,2015,PhoenixTucson,10481.04
26,28/06/2015,1.54,organic,2015,PhoenixTucson,11633.27
27,21/06/2015,1.48,organic,2015,PhoenixTucson,14656.29
28,14/06/2015,1.62,organic,2015,PhoenixTucson,12799.12
29,7/06/2015,1.54,organic,2015,PhoenixTucson,13840.92
30,31/05/2015,1.54,organic,2015,PhoenixTucson,14390.21
31,24/05/2015,1.7,organic,2015,PhoenixTucson,11605.98
32,17/05/2015,1.67,organic,2015,PhoenixTucson,11593.7
33,10/05/2015,1.46,organic,2015,PhoenixTucson,14755.15
34,3/05/2015,1.4,organic,2015,PhoenixTucson,17519.51
35,26/04/2015,1.65,organic,2015,PhoenixTucson,17775.41
36,19/04/2015,1.48,organic,2015,PhoenixTucson,15735.77
37,12/04/2015,1.56,organic,2015,PhoenixTucson,14281.66
38,5/04/2015,1.5,organic,2015,PhoenixTucson,14328.05
39,29/03/2015,1.46,organic,2015,PhoenixTucson,15287.62
40,22/03/2015,1.37,organic,2015,PhoenixTucson,13824.58
41,15/03/2015,1.56,organic,2015,PhoenixTucson,9530.76
42,8/03/2015,1.52,organic,2015,PhoenixTucson,12545.98
43,1/03/2015,1.37,organic,2015,PhoenixTucson,14618.92
44,22/02/2015,1.59,organic,2015,PhoenixTucson,10924.58
45,15/02/2015,1.66,organic,2015,PhoenixTucson,10159.47
46,8/02/2015,1.55,organic,2015,PhoenixTucson,12418.02
47,1/02/2015,1.18,organic,2015,PhoenixTucson,13645.72
48,25/01/2015,1.54,organic,2015,PhoenixTucson,10849.4
49,18/01/2015,1.36,organic,2015,PhoenixTucson,12251.87
50,11/01/2015,1.36,organic,2015,PhoenixTucson,14035.18
51,4/01/2015,1.12,organic,2015,PhoenixTucson,17296.85
0,27/12/2015,1.5,organic,2015,Pittsburgh,749.03
1,20/12/2015,1.55,organic,2015,Pittsburgh,679.51
2,13/12/2015,1.56,organic,2015,Pittsburgh,852.98
3,6/12/2015,1.55,organic,2015,Pittsburgh,1313.49
4,29/11/2015,1.4,organic,2015,Pittsburgh,1161.01
5,22/11/2015,1.54,organic,2015,Pittsburgh,1158.22
6,15/11/2015,1.43,organic,2015,Pittsburgh,1387.96
7,8/11/2015,1.44,organic,2015,Pittsburgh,1269.64
8,1/11/2015,1.46,organic,2015,Pittsburgh,1383.12
9,25/10/2015,1.47,organic,2015,Pittsburgh,1973.01
10,18/10/2015,1.45,organic,2015,Pittsburgh,1329.64
11,11/10/2015,1.45,organic,2015,Pittsburgh,1366.39
12,4/10/2015,1.19,organic,2015,Pittsburgh,1849.29
13,27/09/2015,1.47,organic,2015,Pittsburgh,1151.64
14,20/09/2015,1.44,organic,2015,Pittsburgh,1513.77
15,13/09/2015,1.47,organic,2015,Pittsburgh,1390.96
16,6/09/2015,1.5,organic,2015,Pittsburgh,2278.16
17,30/08/2015,1.52,organic,2015,Pittsburgh,2181.39
18,23/08/2015,1.66,organic,2015,Pittsburgh,1973.39
19,16/08/2015,1.57,organic,2015,Pittsburgh,1531.14
20,9/08/2015,1.47,organic,2015,Pittsburgh,2156.53
21,2/08/2015,1.57,organic,2015,Pittsburgh,1238.66
22,26/07/2015,1.46,organic,2015,Pittsburgh,1190.83
23,19/07/2015,1.83,organic,2015,Pittsburgh,753.64
24,12/07/2015,1.81,organic,2015,Pittsburgh,1279.45
25,5/07/2015,1.83,organic,2015,Pittsburgh,1383.67
26,28/06/2015,1.77,organic,2015,Pittsburgh,1402.53
27,21/06/2015,1.58,organic,2015,Pittsburgh,1698.9
28,14/06/2015,1.56,organic,2015,Pittsburgh,1517.59
29,7/06/2015,1.57,organic,2015,Pittsburgh,1726.96
30,31/05/2015,1.51,organic,2015,Pittsburgh,2154.53
31,24/05/2015,1.54,organic,2015,Pittsburgh,2254.02
32,17/05/2015,1.53,organic,2015,Pittsburgh,2614.93
33,10/05/2015,1.49,organic,2015,Pittsburgh,2295.39
34,3/05/2015,1.49,organic,2015,Pittsburgh,1889.99
35,26/04/2015,1.38,organic,2015,Pittsburgh,2284.48
36,19/04/2015,1.37,organic,2015,Pittsburgh,3182.2
37,12/04/2015,1.45,organic,2015,Pittsburgh,3221.99
38,5/04/2015,1.35,organic,2015,Pittsburgh,2808.98
39,29/03/2015,1.41,organic,2015,Pittsburgh,2274.19
40,22/03/2015,1.47,organic,2015,Pittsburgh,2059.01
41,15/03/2015,1.68,organic,2015,Pittsburgh,1253.46
42,8/03/2015,1.65,organic,2015,Pittsburgh,2337.44
43,1/03/2015,1.63,organic,2015,Pittsburgh,2224.4
44,22/02/2015,1.71,organic,2015,Pittsburgh,1860.35
45,15/02/2015,1.71,organic,2015,Pittsburgh,1784.02
46,8/02/2015,1.6,organic,2015,Pittsburgh,2253.42
47,1/02/2015,1.77,organic,2015,Pittsburgh,1427.11
48,25/01/2015,1.7,organic,2015,Pittsburgh,1441.14
49,18/01/2015,1.55,organic,2015,Pittsburgh,3448.42
50,11/01/2015,1.82,organic,2015,Pittsburgh,1663.25
51,4/01/2015,1.81,organic,2015,Pittsburgh,1339.36
0,27/12/2015,1.6,organic,2015,Plains,32041.32
1,20/12/2015,1.69,organic,2015,Plains,29471.57
2,13/12/2015,1.82,organic,2015,Plains,24664.21
3,6/12/2015,1.92,organic,2015,Plains,21986.87
4,29/11/2015,1.82,organic,2015,Plains,23344.7
5,22/11/2015,1.69,organic,2015,Plains,28577.15
6,15/11/2015,1.68,organic,2015,Plains,30958.65
7,8/11/2015,1.73,organic,2015,Plains,32097.19
8,1/11/2015,1.55,organic,2015,Plains,34437.74
9,25/10/2015,1.64,organic,2015,Plains,30717.28
10,18/10/2015,1.68,organic,2015,Plains,31802.25
11,11/10/2015,1.82,organic,2015,Plains,28422.94
12,4/10/2015,1.76,organic,2015,Plains,30507.45
13,27/09/2015,1.85,organic,2015,Plains,28183.63
14,20/09/2015,1.85,organic,2015,Plains,30393.35
15,13/09/2015,1.87,organic,2015,Plains,29440.58
16,6/09/2015,1.91,organic,2015,Plains,30307.58
17,30/08/2015,1.9,organic,2015,Plains,34522.02
18,23/08/2015,1.92,organic,2015,Plains,31850.38
19,16/08/2015,1.88,organic,2015,Plains,32159.33
20,9/08/2015,1.87,organic,2015,Plains,34667.31
21,2/08/2015,1.84,organic,2015,Plains,32696.45
22,26/07/2015,1.84,organic,2015,Plains,27102.7
23,19/07/2015,1.85,organic,2015,Plains,28602.01
24,12/07/2015,1.89,organic,2015,Plains,34274.47
25,5/07/2015,1.92,organic,2015,Plains,40423.05
26,28/06/2015,1.93,organic,2015,Plains,33557.37
27,21/06/2015,1.88,organic,2015,Plains,37004.14
28,14/06/2015,1.79,organic,2015,Plains,33795.51
29,7/06/2015,1.9,organic,2015,Plains,30028
30,31/05/2015,1.93,organic,2015,Plains,31775.42
31,24/05/2015,1.92,organic,2015,Plains,31193.34
32,17/05/2015,1.93,organic,2015,Plains,30302.51
33,10/05/2015,1.85,organic,2015,Plains,32022.52
34,3/05/2015,1.92,organic,2015,Plains,27541.24
35,26/04/2015,1.93,organic,2015,Plains,30001.14
36,19/04/2015,1.9,organic,2015,Plains,29227.44
37,12/04/2015,1.82,organic,2015,Plains,31363.93
38,5/04/2015,1.81,organic,2015,Plains,36535.72
39,29/03/2015,1.85,organic,2015,Plains,34062.08
40,22/03/2015,1.8,organic,2015,Plains,34244.34
41,15/03/2015,1.67,organic,2015,Plains,36469.37
42,8/03/2015,1.68,organic,2015,Plains,33434.23
43,1/03/2015,1.7,organic,2015,Plains,36993.47
44,22/02/2015,1.66,organic,2015,Plains,40390.21
45,15/02/2015,1.68,organic,2015,Plains,39967.69
46,8/02/2015,1.54,organic,2015,Plains,46329.16
47,1/02/2015,1.67,organic,2015,Plains,30193.16
48,25/01/2015,1.8,organic,2015,Plains,30207.8
49,18/01/2015,1.8,organic,2015,Plains,29669.53
50,11/01/2015,1.68,organic,2015,Plains,37617.95
51,4/01/2015,1.69,organic,2015,Plains,34190.37
0,27/12/2015,1.24,organic,2015,Portland,27118.17
1,20/12/2015,1.21,organic,2015,Portland,25645.44
2,13/12/2015,0.93,organic,2015,Portland,67512.97
3,6/12/2015,1.66,organic,2015,Portland,12668.99
4,29/11/2015,1.38,organic,2015,Portland,20992.27
5,22/11/2015,1.12,organic,2015,Portland,57410.08
6,15/11/2015,1.8,organic,2015,Portland,12928.53
7,8/11/2015,1.39,organic,2015,Portland,22300.6
8,1/11/2015,0.98,organic,2015,Portland,62592.4
9,25/10/2015,1.74,organic,2015,Portland,16496.39
10,18/10/2015,1.78,organic,2015,Portland,17590.21
11,11/10/2015,1.68,organic,2015,Portland,26547.99
12,4/10/2015,1.57,organic,2015,Portland,35183.28
13,27/09/2015,1.72,organic,2015,Portland,18034.01
14,20/09/2015,1.76,organic,2015,Portland,18014.56
15,13/09/2015,2.07,organic,2015,Portland,17959.18
16,6/09/2015,2.16,organic,2015,Portland,18433.15
17,30/08/2015,1.37,organic,2015,Portland,50198.43
18,23/08/2015,2.21,organic,2015,Portland,17148.39
19,16/08/2015,1.73,organic,2015,Portland,30519.41
20,9/08/2015,2.02,organic,2015,Portland,18149.27
21,2/08/2015,1.94,organic,2015,Portland,18054.18
22,26/07/2015,1.96,organic,2015,Portland,23093.97
23,19/07/2015,1.37,organic,2015,Portland,55813.66
24,12/07/2015,1.82,organic,2015,Portland,24707.16
25,5/07/2015,1.93,organic,2015,Portland,24954.8
26,28/06/2015,1.53,organic,2015,Portland,41116.32
27,21/06/2015,1.53,organic,2015,Portland,32394.98
28,14/06/2015,1.91,organic,2015,Portland,24034.25
29,7/06/2015,1.96,organic,2015,Portland,26864.42
30,31/05/2015,1.5,organic,2015,Portland,41728.28
31,24/05/2015,1.82,organic,2015,Portland,22950.59
32,17/05/2015,1.68,organic,2015,Portland,30795.99
33,10/05/2015,1.64,organic,2015,Portland,26757.91
34,3/05/2015,1.54,organic,2015,Portland,26104.52
35,26/04/2015,1.27,organic,2015,Portland,40141.38
36,19/04/2015,1.57,organic,2015,Portland,28675.93
37,12/04/2015,1.32,organic,2015,Portland,63498.04
38,5/04/2015,1.76,organic,2015,Portland,27428.43
39,29/03/2015,1.45,organic,2015,Portland,59406.24
40,22/03/2015,1.29,organic,2015,Portland,62866.23
41,15/03/2015,1.61,organic,2015,Portland,25244.87
42,8/03/2015,1.45,organic,2015,Portland,60658.97
43,1/03/2015,1.32,organic,2015,Portland,30280.67
44,22/02/2015,1.38,organic,2015,Portland,28687.98
45,15/02/2015,1.51,organic,2015,Portland,25692.22
46,8/02/2015,1.23,organic,2015,Portland,57669.71
47,1/02/2015,1.2,organic,2015,Portland,39672.8
48,25/01/2015,1.35,organic,2015,Portland,30862.91
49,18/01/2015,1.24,organic,2015,Portland,51904.44
50,11/01/2015,1.22,organic,2015,Portland,43116.44
51,4/01/2015,1.28,organic,2015,Portland,32927.82
0,27/12/2015,1.74,organic,2015,RaleighGreensboro,3905.44
1,20/12/2015,1.77,organic,2015,RaleighGreensboro,4400.55
2,13/12/2015,1.81,organic,2015,RaleighGreensboro,3270.51
3,6/12/2015,1.82,organic,2015,RaleighGreensboro,3494.91
4,29/11/2015,1.78,organic,2015,RaleighGreensboro,3817.84
5,22/11/2015,1.79,organic,2015,RaleighGreensboro,4163.25
6,15/11/2015,1.77,organic,2015,RaleighGreensboro,4301.53
7,8/11/2015,1.75,organic,2015,RaleighGreensboro,4292.52
8,1/11/2015,1.65,organic,2015,RaleighGreensboro,5676.99
9,25/10/2015,1.78,organic,2015,RaleighGreensboro,5657.77
10,18/10/2015,1.73,organic,2015,RaleighGreensboro,5627.1
11,11/10/2015,1.59,organic,2015,RaleighGreensboro,6683.43
12,4/10/2015,1.76,organic,2015,RaleighGreensboro,5592.18
13,27/09/2015,1.81,organic,2015,RaleighGreensboro,6250.05
14,20/09/2015,1.86,organic,2015,RaleighGreensboro,5430.92
15,13/09/2015,1.94,organic,2015,RaleighGreensboro,5345.41
16,6/09/2015,1.95,organic,2015,RaleighGreensboro,5552.08
17,30/08/2015,1.94,organic,2015,RaleighGreensboro,6106.73
18,23/08/2015,1.92,organic,2015,RaleighGreensboro,6846.72
19,16/08/2015,1.9,organic,2015,RaleighGreensboro,6123.23
20,9/08/2015,1.82,organic,2015,RaleighGreensboro,7429.61
21,2/08/2015,1.86,organic,2015,RaleighGreensboro,6466.04
22,26/07/2015,1.77,organic,2015,RaleighGreensboro,6381.57
23,19/07/2015,1.76,organic,2015,RaleighGreensboro,6069.35
24,12/07/2015,1.77,organic,2015,RaleighGreensboro,6764.37
25,5/07/2015,1.82,organic,2015,RaleighGreensboro,6774.43
26,28/06/2015,1.8,organic,2015,RaleighGreensboro,5676.88
27,21/06/2015,1.83,organic,2015,RaleighGreensboro,5444.87
28,14/06/2015,1.75,organic,2015,RaleighGreensboro,6913.18
29,7/06/2015,1.66,organic,2015,RaleighGreensboro,7277.02
30,31/05/2015,1.6,organic,2015,RaleighGreensboro,9214.37
31,24/05/2015,1.36,organic,2015,RaleighGreensboro,10570.74
32,17/05/2015,1.15,organic,2015,RaleighGreensboro,17956.34
33,10/05/2015,1.32,organic,2015,RaleighGreensboro,10626.54
34,3/05/2015,1.35,organic,2015,RaleighGreensboro,11843.43
35,26/04/2015,1.51,organic,2015,RaleighGreensboro,8109.67
36,19/04/2015,1.68,organic,2015,RaleighGreensboro,7895.99
37,12/04/2015,1.67,organic,2015,RaleighGreensboro,6453.51
38,5/04/2015,1.96,organic,2015,RaleighGreensboro,4859.09
39,29/03/2015,1.78,organic,2015,RaleighGreensboro,5373.53
40,22/03/2015,1.85,organic,2015,RaleighGreensboro,4249.61
41,15/03/2015,1.87,organic,2015,RaleighGreensboro,3851.7
42,8/03/2015,1.74,organic,2015,RaleighGreensboro,6539.55
43,1/03/2015,1.73,organic,2015,RaleighGreensboro,5491.23
44,22/02/2015,1.77,organic,2015,RaleighGreensboro,3990.91
45,15/02/2015,1.69,organic,2015,RaleighGreensboro,4322.52
46,8/02/2015,1.73,organic,2015,RaleighGreensboro,5749.75
47,1/02/2015,1.79,organic,2015,RaleighGreensboro,4385.19
48,25/01/2015,2.02,organic,2015,RaleighGreensboro,3359.58
49,18/01/2015,1.97,organic,2015,RaleighGreensboro,3496.27
50,11/01/2015,1.98,organic,2015,RaleighGreensboro,3862.72
51,4/01/2015,2.01,organic,2015,RaleighGreensboro,3397
0,27/12/2015,1.53,organic,2015,RichmondNorfolk,4116.38
1,20/12/2015,1.67,organic,2015,RichmondNorfolk,3999.44
2,13/12/2015,1.67,organic,2015,RichmondNorfolk,3565
3,6/12/2015,1.67,organic,2015,RichmondNorfolk,3089.71
4,29/11/2015,1.68,organic,2015,RichmondNorfolk,2729.66
5,22/11/2015,1.65,organic,2015,RichmondNorfolk,3609.47
6,15/11/2015,1.65,organic,2015,RichmondNorfolk,3559.21
7,8/11/2015,1.58,organic,2015,RichmondNorfolk,4199.95
8,1/11/2015,1.4,organic,2015,RichmondNorfolk,4659.79
9,25/10/2015,1.66,organic,2015,RichmondNorfolk,4174.55
10,18/10/2015,1.63,organic,2015,RichmondNorfolk,4738.31
11,11/10/2015,1.31,organic,2015,RichmondNorfolk,5694
12,4/10/2015,1.68,organic,2015,RichmondNorfolk,4466.07
13,27/09/2015,1.65,organic,2015,RichmondNorfolk,4046.31
14,20/09/2015,1.87,organic,2015,RichmondNorfolk,3201.26
15,13/09/2015,1.84,organic,2015,RichmondNorfolk,4609.25
16,6/09/2015,1.85,organic,2015,RichmondNorfolk,5114.38
17,30/08/2015,1.8,organic,2015,RichmondNorfolk,5052.41
18,23/08/2015,1.74,organic,2015,RichmondNorfolk,5916.44
19,16/08/2015,1.68,organic,2015,RichmondNorfolk,5611.72
20,9/08/2015,1.59,organic,2015,RichmondNorfolk,7908.2
21,2/08/2015,1.7,organic,2015,RichmondNorfolk,5359.81
22,26/07/2015,1.41,organic,2015,RichmondNorfolk,6734.91
23,19/07/2015,1.35,organic,2015,RichmondNorfolk,5879.03
24,12/07/2015,1.28,organic,2015,RichmondNorfolk,6873.18
25,5/07/2015,1.49,organic,2015,RichmondNorfolk,5999.26
26,28/06/2015,1.4,organic,2015,RichmondNorfolk,6163.88
27,21/06/2015,1.35,organic,2015,RichmondNorfolk,6691.69
28,14/06/2015,1.33,organic,2015,RichmondNorfolk,6991.11
29,7/06/2015,1.24,organic,2015,RichmondNorfolk,9207.05
30,31/05/2015,1.13,organic,2015,RichmondNorfolk,10092.91
31,24/05/2015,1.02,organic,2015,RichmondNorfolk,12446.65
32,17/05/2015,1.01,organic,2015,RichmondNorfolk,12407.01
33,10/05/2015,1.03,organic,2015,RichmondNorfolk,10726.99
34,3/05/2015,1.03,organic,2015,RichmondNorfolk,12425.42
35,26/04/2015,1.12,organic,2015,RichmondNorfolk,9505.74
36,19/04/2015,1.26,organic,2015,RichmondNorfolk,8170.13
37,12/04/2015,1.23,organic,2015,RichmondNorfolk,6492.79
38,5/04/2015,1.54,organic,2015,RichmondNorfolk,4893.26
39,29/03/2015,1.6,organic,2015,RichmondNorfolk,5559.67
40,22/03/2015,1.52,organic,2015,RichmondNorfolk,3345.52
41,15/03/2015,1.57,organic,2015,RichmondNorfolk,5834.95
42,8/03/2015,1.57,organic,2015,RichmondNorfolk,5746.55
43,1/03/2015,1.47,organic,2015,RichmondNorfolk,4298.37
44,22/02/2015,1.51,organic,2015,RichmondNorfolk,4120.01
45,15/02/2015,1.59,organic,2015,RichmondNorfolk,3487.35
46,8/02/2015,1.55,organic,2015,RichmondNorfolk,4719.47
47,1/02/2015,1.58,organic,2015,RichmondNorfolk,3916.98
48,25/01/2015,1.57,organic,2015,RichmondNorfolk,3860.33
49,18/01/2015,1.62,organic,2015,RichmondNorfolk,3480.66
50,11/01/2015,1.66,organic,2015,RichmondNorfolk,2914.35
51,4/01/2015,1.54,organic,2015,RichmondNorfolk,4212.16
0,27/12/2015,1.41,organic,2015,Roanoke,4367.47
1,20/12/2015,1.59,organic,2015,Roanoke,3569.54
2,13/12/2015,1.55,organic,2015,Roanoke,3195.92
3,6/12/2015,1.55,organic,2015,Roanoke,3016.06
4,29/11/2015,1.61,organic,2015,Roanoke,3158.95
5,22/11/2015,1.54,organic,2015,Roanoke,3794.44
6,15/11/2015,1.53,organic,2015,Roanoke,3846.37
7,8/11/2015,1.44,organic,2015,Roanoke,4632.15
8,1/11/2015,1.19,organic,2015,Roanoke,5784.88
9,25/10/2015,1.56,organic,2015,Roanoke,4336.41
10,18/10/2015,1.58,organic,2015,Roanoke,5199.39
11,11/10/2015,1.13,organic,2015,Roanoke,8171.34
12,4/10/2015,1.6,organic,2015,Roanoke,5828.18
13,27/09/2015,1.67,organic,2015,Roanoke,5760.76
14,20/09/2015,1.85,organic,2015,Roanoke,4691.87
15,13/09/2015,1.84,organic,2015,Roanoke,5971.62
16,6/09/2015,1.78,organic,2015,Roanoke,7012.8
17,30/08/2015,1.73,organic,2015,Roanoke,6607.42
18,23/08/2015,1.69,organic,2015,Roanoke,7637.57
19,16/08/2015,1.65,organic,2015,Roanoke,7244.44
20,9/08/2015,1.6,organic,2015,Roanoke,7947.92
21,2/08/2015,1.7,organic,2015,Roanoke,5802.91
22,26/07/2015,1.34,organic,2015,Roanoke,7695.34
23,19/07/2015,1.19,organic,2015,Roanoke,7688.92
24,12/07/2015,1.14,organic,2015,Roanoke,8970.72
25,5/07/2015,1.37,organic,2015,Roanoke,7883.53
26,28/06/2015,1.31,organic,2015,Roanoke,7676.74
27,21/06/2015,1.33,organic,2015,Roanoke,8892.2
28,14/06/2015,1.16,organic,2015,Roanoke,9840.34
29,7/06/2015,1.08,organic,2015,Roanoke,13703.15
30,31/05/2015,0.98,organic,2015,Roanoke,18116.76
31,24/05/2015,0.89,organic,2015,Roanoke,22034.63
32,17/05/2015,0.92,organic,2015,Roanoke,21537.11
33,10/05/2015,0.82,organic,2015,Roanoke,21425.19
34,3/05/2015,0.88,organic,2015,Roanoke,21016.71
35,26/04/2015,0.94,organic,2015,Roanoke,15271.18
36,19/04/2015,1.05,organic,2015,Roanoke,10387.69
37,12/04/2015,1.03,organic,2015,Roanoke,10200.38
38,5/04/2015,1.42,organic,2015,Roanoke,6849.71
39,29/03/2015,1.51,organic,2015,Roanoke,6479.15
40,22/03/2015,1.36,organic,2015,Roanoke,5490.76
41,15/03/2015,1.5,organic,2015,Roanoke,6392.65
42,8/03/2015,1.48,organic,2015,Roanoke,6050.63
43,1/03/2015,1.33,organic,2015,Roanoke,6110.51
44,22/02/2015,1.36,organic,2015,Roanoke,4664.67
45,15/02/2015,1.46,organic,2015,Roanoke,4508.41
46,8/02/2015,1.44,organic,2015,Roanoke,5184.57
47,1/02/2015,1.5,organic,2015,Roanoke,4941.74
48,25/01/2015,1.47,organic,2015,Roanoke,5411.77
49,18/01/2015,1.48,organic,2015,Roanoke,5621.32
50,11/01/2015,1.47,organic,2015,Roanoke,5128.06
51,4/01/2015,1.39,organic,2015,Roanoke,4414.29
0,27/12/2015,1.72,organic,2015,Sacramento,4946.4
1,20/12/2015,1.68,organic,2015,Sacramento,5161.57
2,13/12/2015,1.68,organic,2015,Sacramento,5141.65
3,6/12/2015,1.43,organic,2015,Sacramento,7422.92
4,29/11/2015,2.04,organic,2015,Sacramento,4643.81
5,22/11/2015,1.79,organic,2015,Sacramento,4955.07
6,15/11/2015,1.87,organic,2015,Sacramento,4984.88
7,8/11/2015,1.8,organic,2015,Sacramento,5951.51
8,1/11/2015,1.9,organic,2015,Sacramento,5479.7
9,25/10/2015,1.86,organic,2015,Sacramento,5859.11
10,18/10/2015,2.14,organic,2015,Sacramento,5469.71
11,11/10/2015,2.1,organic,2015,Sacramento,5232
12,4/10/2015,2.01,organic,2015,Sacramento,6005.54
13,27/09/2015,1.95,organic,2015,Sacramento,5472.45
14,20/09/2015,2,organic,2015,Sacramento,6595.69
15,13/09/2015,2.02,organic,2015,Sacramento,6405.75
16,6/09/2015,2.15,organic,2015,Sacramento,5975.27
17,30/08/2015,2.1,organic,2015,Sacramento,6389.53
18,23/08/2015,1.84,organic,2015,Sacramento,9578.9
19,16/08/2015,2.09,organic,2015,Sacramento,7357.97
20,9/08/2015,2.17,organic,2015,Sacramento,7260.07
21,2/08/2015,2.1,organic,2015,Sacramento,6833.71
22,26/07/2015,2.12,organic,2015,Sacramento,8182.86
23,19/07/2015,1.98,organic,2015,Sacramento,9560.55
24,12/07/2015,1.72,organic,2015,Sacramento,13720.73
25,5/07/2015,1.86,organic,2015,Sacramento,9756.1
26,28/06/2015,1.84,organic,2015,Sacramento,9219.97
27,21/06/2015,1.82,organic,2015,Sacramento,9753.85
28,14/06/2015,1.81,organic,2015,Sacramento,10339.48
29,7/06/2015,1.85,organic,2015,Sacramento,9557.56
30,31/05/2015,1.62,organic,2015,Sacramento,10430.71
31,24/05/2015,1.62,organic,2015,Sacramento,11399.34
32,17/05/2015,1.53,organic,2015,Sacramento,13045.36
33,10/05/2015,1.3,organic,2015,Sacramento,27835.34
34,3/05/2015,1.64,organic,2015,Sacramento,8315.7
35,26/04/2015,1.62,organic,2015,Sacramento,9637.66
36,19/04/2015,1.65,organic,2015,Sacramento,9164.67
37,12/04/2015,1.65,organic,2015,Sacramento,8205.75
38,5/04/2015,1.64,organic,2015,Sacramento,9013.89
39,29/03/2015,1.64,organic,2015,Sacramento,9959.6
40,22/03/2015,1.52,organic,2015,Sacramento,7875.19
41,15/03/2015,1.63,organic,2015,Sacramento,9075.16
42,8/03/2015,1.6,organic,2015,Sacramento,9666.61
43,1/03/2015,1.22,organic,2015,Sacramento,45355.38
44,22/02/2015,1.51,organic,2015,Sacramento,8785.09
45,15/02/2015,1.63,organic,2015,Sacramento,7436.13
46,8/02/2015,1.5,organic,2015,Sacramento,8676.28
47,1/02/2015,1.22,organic,2015,Sacramento,13195.65
48,25/01/2015,1.44,organic,2015,Sacramento,9707.59
49,18/01/2015,1.13,organic,2015,Sacramento,37233.34
